QueryId,SessionId,Username,QueryTime,Query,AnswerSource
0873CCA7-8B79-47A4-892A-8F95FECE66D9,ED3F5E03-0AF9-468F-898B-F2A6DE61D2BA,aoberai,2017-02-16T18:59:45.487,what is cat and dogs being carnivorous animal,DB
337FB57D-3BB8-4357-8150-9C630E12D5E3,D6E0A797-ACB1-4225-A915-34D630FFE0AD,aoberai,2016-02-02T00:06:29.487,what is cat  dog,DB
1D322C44-2880-4F94-8828-C9C452B3B73C,B46E506B-B0FD-42A7-AE9A-2E178114045B,aoberai,2016-10-29T04:44:24.487,dog eat green,DB
6CD40D10-92DF-4B99-A862-22597606C22C,73352D70-C1CB-46FE-88B8-19F724372062,aoberai,2016-05-20T11:32:38.487,dogs being carnivorous animal,IS
A949811A-E93F-4789-B35F-3A33A60E6AF2,26CAA66B-87E3-447B-B996-D7E62B284CB8,aoberai,2016-11-03T19:46:33.487,what is cat and dogs being carnivorous animal,DB
CAF17D33-4072-4D7B-A085-73841D563BD6,F25F345B-B26F-43DE-AD8D-489AD50C580A,aoberai,2016-02-01T08:08:10.487,what is cat  dog,DB
FD9A1FF1-8A00-4567-B722-797D04CAC9A5,F413A3DB-DCF4-4E20-8A84-893D1C660079,aoberai,2016-09-06T17:51:21.487,dog eat green,DB
8855F49B-6E6C-46C1-B291-5230F1939F31,9FFA037C-7A6B-48C7-8A5A-0117C40F778F,aoberai,2017-02-26T15:40:19.487,what is cat,DB
BB84FA07-D6DC-413B-91F4-11F44F1F99C8,B621CE9F-FF79-421B-A7C2-6BF4E509BD67,aoberai,2016-02-05T06:30:58.487,what is dog,DB
2C75D112-EEA9-495C-A40B-5ECED019445C,F3CFED0A-ECC7-4584-BBC1-CE5B5E6D3A09,aoberai,2016-08-21T11:16:04.487,canj dog eat egg,DB
F50734C0-F44D-42E6-9F4D-417399ECB3E0,4319643F-8942-4390-A3C7-5165BE0A549C,aoberai,2016-12-31T07:10:33.487,can I eat egg,DB
03645341-DE50-4DD2-93DE-82D784CCBA24,570177D3-0BC9-4688-91A8-532D9F54E2CD,aoberai,2017-07-09T22:25:40.487,what is catfish,OOS
F3D02A17-B87C-45FA-A191-CB0801E60D69,C8173D24-64C1-4672-A71A-A6933101FD2A,aoberai,2016-07-29T12:57:36.487,what is catfish,OOS
D2356BB5-F618-4923-B0E9-79D2B17F1C33,BCE8DD89-78D4-44C8-898E-F57C848B68E6,aoberai,2016-04-15T23:54:14.487,what is catfish,IS
BC7BA4B2-BED7-4182-AD1D-E68FD887814A,3D9FA377-C959-4A9D-BC40-8D499BB9F45A,aoberai,2016-01-09T05:28:19.487,do dogs loves csta,DB
969E3E1A-ED37-44F9-AAD2-7D4378010E9A,46734099-73AE-4D76-8842-FFEA934FFCC3,aoberai,2017-04-05T09:43:11.487,dogs being carnivorous animal,OOS
5E880688-3940-438B-86F7-62CEC6CC8A6C,A0740315-D0F7-42F5-8B83-88888FF31E7A,aoberai,2016-09-05T20:04:33.487,is it possible dog love cat,DB
0618C82D-77F6-4FA6-8B87-4C8A23E4E8FB,2A5C7FD5-E2E0-462D-9234-AB91A5C6763C,aoberai,2016-12-21T06:08:38.487,Do cats come out of eggs?,DB
CEFA4FF5-A18E-4512-97A3-89CD130F51C4,2ED441E4-34A5-43C7-94ED-9FC928831BCF,aoberai,2016-08-08T06:43:55.487,what is cat,DB
71AA3737-868F-4F84-9088-AC854A8E00A5,90114496-2B89-405C-9B1C-EDBC33AEF0FC,aoberai,2016-01-06T19:23:31.487,what is dog,DB
BCC79934-94AE-4AB7-BD4B-BE88699234E6,092FD76A-6D16-42A6-8426-AA10CA332643,aoberai,2017-05-29T05:59:59.487,canj dog eat egg,DB
F05190D4-10DE-4A0D-BFC7-B9F6E3C088AE,492485C6-2FEF-493F-A4D6-80BA0235E68A,aoberai,2016-04-16T11:31:12.487,can I eat egg,DB
9D64F342-D53F-4F78-ABDD-92F639F90D32,AA13B2C1-45AF-42D9-9190-5F8CF3C0EDA4,aoberai,2017-01-11T05:59:16.487,what is catfish,OOS
ECBFEEAD-8D90-410F-9E96-0F1D9BACF383,14E97ACE-27A6-417B-8271-E5FA0171A26A,aoberai,2016-05-21T23:50:38.487,what is catfish,OOS
C4075D29-D060-4581-9C57-08EC81B11BCB,47DE063A-3D57-464D-9BE3-4DF467C3E8B4,aoberai,2016-01-04T19:28:34.487,what is catfish,IS
256E31C9-AC15-4E7B-919C-F36072728892,B600638A-9783-4368-9DFE-742217843C2D,aoberai,2017-06-24T09:15:50.487,do dogs loves csta,DB
80D0C6E9-44B5-4380-885B-A3AC25A2864B,E8751BCF-AED1-4279-A491-31D6D5D4F1B8,aoberai,2017-03-11T15:51:06.487,dogs being carnivorous animal,OOS
54395902-D63E-4929-89AF-192EBC73085A,7731AAAA-4656-47C1-A5C1-AE64021614DE,aoberai,2016-09-14T18:58:19.487,is it possible dog love cat,DB
D4D04CAB-70B9-434F-B684-F09839854C91,8A07F05E-6959-4E85-8BE5-92D2F112065C,aoberai,2016-06-14T09:46:05.487,Do cats come out of eggs?,DB
0665FDC1-A99E-4AC4-B990-A162600F3B85,5B6128E2-457A-4B1E-B343-E3377A081187,arcsingh,2017-02-11T18:28:47.487,dogs being carnivorous animal,IS
F2740D0A-580E-4A80-96B1-A364046D6A89,711C0135-296E-4083-955A-5E59829E77E0,arcsingh,2017-06-14T14:02:23.487,what is cat and dogs being carnivorous animal,DB
91C72B13-CBF9-4C4C-866A-B2CA5C993D64,5AA14E5A-E9F1-4D5A-99BB-82F2AB290E8B,arcsingh,2017-02-03T21:43:11.487,what is cat  dog,DB
EB7FEA1A-C55C-4E43-8088-55C20BB2CD7B,A23A5F11-1878-45B8-A984-20D4EF8147C2,arcsingh,2016-01-02T19:33:36.487,dog eat green,DB
B4E261F4-DB88-43AE-BA99-6F963C15BCAE,D19C467C-257F-495B-8C3B-F121A10EC161,arcsingh,2016-02-24T23:52:05.487,dogs being carnivorous animal,IS
AC416EE3-8F72-45FE-BBCE-8FC0C12A20A4,05553BB4-20B4-46D7-A622-AE93BA7A4F26,arcsingh,2016-04-09T12:32:24.487,what is cat and dogs being carnivorous animal,DB
5F90311A-D4B8-49C5-BFA4-6F8F32599C03,99C3F8C3-09BC-4509-834C-82A41F4A3923,arcsingh,2017-06-09T13:31:26.487,what is cat  dog,DB
14814241-820C-4860-8E59-CF16B88FC46A,05AFDB88-9706-4EAD-832D-6B8055E9943B,arcsingh,2017-08-24T03:04:18.487,dog eat green,DB
B97452AE-DAC1-48DA-B777-FBB98D575C7D,A627426D-6A20-45C1-A845-7004A7A2762F,arcsingh,2016-05-02T15:12:14.487,what is cat,DB
633AB062-783E-42EE-92E2-1EBD1B487E76,F08FC342-4944-4A84-AAE3-E2AD1D4D5140,arcsingh,2016-08-07T11:51:21.487,what is dog,DB
2E1BF9B9-DF39-470C-B6CB-AF040B737E6F,A8271EAB-DE69-43DD-AC11-56F40E446642,arcsingh,2016-02-04T20:21:07.487,canj dog eat egg,DB
314341DA-15A1-46B6-BEC4-945B922C9FDF,28AE7546-528D-4DB2-B8DA-95BEBF9B7392,arcsingh,2016-02-12T14:12:29.487,can I eat egg,DB
0ADB2B5D-B96D-4A9E-B5FA-910B564B79B2,70C3C7BE-E7A6-410D-B433-2F25E2C2B5F9,arcsingh,2016-10-14T06:05:45.487,what is catfish,OOS
58C4E8C2-FC45-47B2-97FF-7B31C9AC03B6,28B3BE13-CEE7-40D2-ADD5-FA4A9F708600,arcsingh,2017-06-02T18:53:59.487,what is catfish,OOS
5D225F30-CF49-449D-A7BE-5EABB74B518D,256B0FD0-C68E-4DA1-9795-38F7F89FE275,arcsingh,2017-01-03T13:35:02.487,what is catfish,IS
8BAD5948-4E6F-4EEB-9539-65AA5870C9E1,9A0E6214-CE61-4EB8-97A9-32975F96936F,arcsingh,2016-01-16T03:00:00.487,do dogs loves csta,DB
C86435FE-98BD-460B-8354-6DAC19C4B97A,E6B4C8FB-B785-486C-AF6E-13C18B6A634E,arcsingh,2017-07-24T09:27:21.487,dogs being carnivorous animal,OOS
25F9D11C-EE58-46BA-ABCC-D3F955C63839,53DAD289-5097-4A92-8CC2-99C1480FE645,arcsingh,2017-05-31T01:33:35.487,is it possible dog love cat,DB
2BBDB07D-F0AA-4C74-BCBE-A32AEBA6F9F2,ED048672-1F08-48F9-9B52-87DD905831A7,arcsingh,2017-01-02T17:15:21.487,Do cats come out of eggs?,DB
3C993134-0268-4BF4-AD58-8743F5D731A6,909A80BB-D9B3-49AC-A38E-E12D76905F4D,arcsingh,2016-10-19T21:07:55.487,dogs being carnivorous animal,IS
CD3FCB30-3A53-481C-874A-4AF3ECE3001B,EC383577-7F73-4232-9158-93D70AD069DA,arcsingh,2017-01-09T19:08:23.487,what is cat and dogs being carnivorous animal,DB
B877581F-4DAD-4BAF-8440-E34182F0E0C3,4AEFFAF7-CF5D-46A1-9AF2-5DC6E87FF2F0,arcsingh,2016-11-14T20:02:23.487,what is cat  dog,DB
B371A77D-F5D8-4CD7-9908-40F5A256C6C5,FE2FF65C-7720-44B1-9DFF-5C0AC917DB0E,arcsingh,2016-03-13T23:06:43.487,dog eat green,DB
3E84CBDB-4534-4D82-9ADF-EC1B63D6DD71,E45EA7F0-3C6B-4806-BFC4-A0A690F74D26,arcsingh,2017-08-10T13:49:25.487,dogs being carnivorous animal,IS
819A7402-0C42-4771-A215-F27BEC3C9D07,1A967253-ABDB-4E17-A3CF-2EFCF4C7F76B,arcsingh,2016-03-14T22:20:38.487,what is cat and dogs being carnivorous animal,DB
7650FD1B-04F5-4649-9A30-4A194F405807,CD2B7B2A-1AE1-4A59-B966-AD147B23AF55,arcsingh,2017-08-21T14:05:16.487,what is cat  dog,DB
1263E106-7F07-4D46-98CD-0F7D781FFF51,2B169473-0488-45EB-AFA2-4CA08A691B8A,arcsingh,2016-02-12T15:39:36.487,dog eat green,DB
5F43D017-8B3F-43D4-89FA-C7B113E60A4C,8B4BFBEA-93C1-4B0E-9391-F1460AA68466,arcsingh,2016-02-08T05:39:50.487,what is cat,DB
B17FA64A-04DF-4AE7-B601-0EB906AC63D4,10F1624E-D106-4E33-B5C7-81A27045F30C,arcsingh,2017-05-10T19:08:23.487,what is dog,DB
D483EBF4-8D91-4377-B27A-D0236E3B2C3F,52A1A584-2DA3-406D-9E7C-5FCB62102641,arcsingh,2017-08-20T13:24:13.487,canj dog eat egg,DB
C6D5A5C1-BBEB-452F-A129-989CD95F66A6,EE6BD1C5-2A20-40DF-950C-AD94036C8F40,arcsingh,2016-12-09T06:38:52.487,can I eat egg,DB
2162DD1B-912A-4190-A18E-B710A7333F64,3BAE35D4-8FAC-4FD1-8BDB-C2E2C201AECD,arcsingh,2017-06-22T07:53:45.487,what is catfish,OOS
A4E004C8-EAB3-4E2A-B0AB-891482460D6A,5C9079DD-52BC-457F-91B6-562E1FCF55C9,arcsingh,2016-06-02T13:10:33.487,what is catfish,OOS
D872283F-8A9E-414E-97A7-0DC758B7A542,35B7DA29-1B03-D065-A5BC-25806162A08E,asraghav,2016-05-29T08:59:17.487,what is cat,DB
4B397E9A-0C6C-489A-8856-598479850061,35B7DA29-1B03-D065-A5BC-25806162A08E,asraghav,2017-07-16T03:59:01.487,what is dog,DB
73974926-C645-455C-AFB9-359E2BD60517,74D0D201-7D52-996A-298A-48FA2AC41E90,asraghav,2017-05-29T00:11:30.487,canj dog eat egg,DB
5C0666AB-C254-4064-AC00-61BF0C76E8B1,74D0D201-7D52-996A-298A-48FA2AC41E90,asraghav,2016-11-03T08:09:35.487,can I eat egg,DB
EDC9F3E0-D990-43DD-B104-5651C0060BD0,B08445D9-E2EE-D442-97C4-70B9BFBE41B1,asraghav,2017-02-03T01:23:31.487,what is catfish,OOS
2395ABB1-23C8-4600-8D71-910B64DEC657,6A3A1861-CB30-3CD5-1FE1-EB8746ADE3BD,asraghav,2016-09-11T22:43:40.487,what is catfish,OOS
8FCCB9C5-7E98-45B2-AD2E-638C5391CA55,6A3A1861-CB30-3CD5-1FE1-EB8746ADE3BD,asraghav,2016-12-09T19:42:57.487,what is catfish,IS
ADEC64C9-A41E-4F0A-9870-470DFA63A06B,6A3A1861-CB30-3CD5-1FE1-EB8746ADE3BD,asraghav,2016-04-28T15:22:19.487,do dogs loves csta,DB
2E1A9978-85C3-4ADA-974C-2A4AF71889CD,84E051A4-8834-4952-A42B-369B5EB75DBC,arcsingh,2016-02-07T15:08:38.487,what is catfish,IS
3963757A-72DD-45C8-987C-77351646F1D4,C4FB0D32-6E1C-4328-87ED-3D12FEBB2214,arcsingh,2017-05-10T00:15:50.487,do dogs loves csta,DB
CE4CE006-C445-4685-B8C8-98064CFCEE54,6ECD1A69-199F-40B4-9627-3C15697E7805,arcsingh,2017-01-30T23:20:23.487,dogs being carnivorous animal,OOS
00E086F9-285F-410D-B3BE-946526F94728,DB862D6D-EA31-40D7-B9EF-F38CDAF138CD,arcsingh,2016-08-27T09:33:50.487,is it possible dog love cat,DB
A8C1FD38-1C89-4C07-A605-A5363EFEE21E,AADD1653-1B51-4DBC-B3A3-2211B5242F1B,arcsingh,2016-08-01T17:54:57.487,Do cats come out of eggs?,DB
F8A99BBA-BC97-4A1E-9EEB-D7EC68EA6084,A7067450-BC45-464A-ACB0-6B7E933AC2E2,arcsingh,2016-07-27T17:24:00.487,what is cat,DB
828DA219-CBB7-47A1-9DDF-E190427CCC3D,E22D39CB-5B92-4F4E-A234-F56905A0431A,arcsingh,2016-07-05T09:36:43.487,what is dog,DB
2BD97D35-33D3-4EEC-B61C-968DCC6C3F2B,2ABC656C-61B8-40E7-B89C-09B88A4EB1BC,arcsingh,2016-09-08T09:03:36.487,canj dog eat egg,DB
17A0A370-792F-410C-8D29-99F22FF56154,2D405E9B-3726-4302-A870-06962E95EDC7,arcsingh,2016-12-11T13:49:26.487,can I eat egg,DB
515A75B7-A4F1-496A-8B52-E40C3E9C5AB5,043EFBA0-FB85-4FB1-B10D-77D78A1477BD,arcsingh,2016-02-19T11:44:10.487,what is catfish,OOS
CE15A58F-10A3-4B53-88EE-0B18333EE08E,4235EE6A-3318-4375-91DC-0CEEC6A605F4,arcsingh,2017-05-12T10:20:38.487,what is catfish,OOS
09DE9C20-DBFD-47DF-889C-A126CF6F91F8,109703C9-16F8-4DAA-8ED2-B8CB7814CB66,arcsingh,2016-12-31T04:16:19.487,what is catfish,IS
4684E390-5640-4145-B99E-72D954CA2AB9,51E92B08-C7C6-40F8-B5AD-388659D8E84A,arcsingh,2016-03-19T11:14:38.487,do dogs loves csta,DB
0C12A730-ABCB-46C5-B59A-0102742BF837,E481438F-3343-45D0-96AE-F06CCF59AAAE,arcsingh,2016-08-20T13:29:16.487,dogs being carnivorous animal,OOS
358EAE3B-DBD0-4037-924C-71CCA74D9B3A,E1854B26-BF7E-4C3D-A197-83F083D6B768,arcsingh,2016-07-14T07:03:21.487,is it possible dog love cat,DB
3E3A615E-2C42-431E-BC08-787C8D0B51E6,FFF1A8D3-0F0A-4192-8971-DE783EB28167,arcsingh,2016-12-06T13:18:28.487,Do cats come out of eggs?,DB
7D274AFE-08B4-4C42-AFAF-68A5631B514C,AF851434-415B-4B66-9B6A-0E650CB4B50B,arcsingh,2017-01-08T14:05:59.487,what is cat,DB
1C5C34DF-E46E-407B-81EC-995BBA8F115F,DAB72E6A-9DD0-4891-A2BC-39BDB626289B,arcsingh,2016-12-19T04:46:33.487,what is dog,DB
3FDCCE10-2760-4E7B-ACC5-5AC9EA29BBBD,75014044-F3CF-4007-9ECD-D20FDFDB5D22,arcsingh,2016-07-13T12:10:48.487,canj dog eat egg,DB
A1A01F5B-243A-46D6-BC17-4B9A1835AFB5,F3B69931-B1CE-452A-8752-83F768772F48,arcsingh,2016-04-21T00:25:12.487,can I eat egg,DB
22C1782C-4825-425A-83FF-522A5D193F2D,765CC8ED-DE66-44CB-9169-7767D834A28B,arcsingh,2017-05-03T04:11:16.487,what is catfish,OOS
CD5D77AC-9E1A-4E5D-BD4F-08E90E378593,C14F80B9-048D-4639-93C3-440303DC74C7,arcsingh,2017-05-22T22:59:30.487,what is catfish,OOS
D80C9392-278F-4E60-A996-5F20C8F6070D,A1329E60-5442-468E-850E-5908959F2177,arcsingh,2016-07-09T23:57:50.487,what is catfish,IS
542DAA8E-93F3-4447-BE83-982102F63A0C,357AEE1C-770A-4D2D-B0B1-D38A771256AC,arcsingh,2017-06-29T21:23:45.487,do dogs loves csta,DB
D0C99C4F-3259-4126-8DA1-C15B1DB05578,7FC4B3EE-1BD3-4143-986C-B7B687B49A6C,arcsingh,2017-06-19T05:50:38.487,dogs being carnivorous animal,OOS
2A3E1ECA-65E2-4981-A687-5B7D6175A003,49D96C61-8504-4278-A667-8A8591BC1783,arcsingh,2016-08-20T23:39:07.487,is it possible dog love cat,DB
8441D47C-D439-4DF6-A66F-0E1E32C7AE3A,C1D67D2F-DC2F-4A77-ABAF-4B0A20F32811,arcsingh,2016-04-03T12:47:31.487,Do cats come out of eggs?,DB
52CF42AD-648C-4822-ACD3-88E2615AE423,0D0BEFD0-013E-4BC0-BA6A-31D81094F42F,ayojha,2017-04-03T12:42:28.487,dogs being carnivorous animal,IS
5CF6B3E4-9758-46BE-B7B3-571F46EC0300,8A0D716E-1068-4C0A-A5D6-718E5F2A0D7E,ayojha,2017-05-19T04:58:04.487,what is cat and dogs being carnivorous animal,DB
122488C0-F61E-485D-9E36-FB9620773262,2464E85C-5BF1-489F-8CCA-FFCFB45A9B27,ayojha,2017-04-27T23:18:57.487,what is cat  dog,DB
F0B69720-D9E4-4CBF-AF20-E437C61D7586,EAB3C783-4D7B-425D-ADCD-DD4F0F22E03D,ayojha,2017-07-13T19:21:21.487,dog eat green,DB
D83114B2-C5B3-4AD2-A0AF-484DDAEB24DB,A7D036A5-906C-4ABC-9A8E-AE45F5934E55,ayojha,2016-04-27T08:52:48.487,dogs being carnivorous animal,IS
D4A2EB12-8E5B-4C8B-870F-4898B1ADD9FD,844BA0A1-A055-4945-ADB9-A506DD26F20D,ayojha,2017-04-16T01:16:18.487,what is cat and dogs being carnivorous animal,DB
158244AC-FADB-4B5D-8FEA-082721841FD2,BB3144F6-58BC-4BF9-A9AC-2C7C8BE16476,ayojha,2016-11-15T13:27:50.487,what is cat  dog,DB
1599EF3B-657F-4DA3-BC6E-BA9CEE1764BA,D564AA3D-91B1-B6B8-F24F-835794EC4BAE,ukeshri,2016-06-09T12:09:21.487,dogs being carnivorous animal,OOS
D2D334E3-F1A5-48DF-9C47-98B71BB97DFA,74D0D201-7D52-996A-298A-48FA2AC41E90,asraghav,2016-06-18T18:18:43.487,is it possible dog love cat,DB
1CBFAE3E-53C2-4F22-BF28-E2DBF52DEF5D,74D0D201-7D52-996A-298A-48FA2AC41E90,asraghav,2016-10-18T08:49:55.487,Do cats come out of eggs?,DB
00CA99C6-ED10-4F37-A607-DB7CC074DB15,9BAD6CE8-C8EF-4194-B2EB-4DD6233CA9FB,ayojha,2017-08-23T15:27:21.487,dog eat green,DB
182C1ABE-C0A4-43A3-9F96-D327E14E7B13,08DF9CC7-2E28-44F8-8032-5FF67B348426,ayojha,2017-01-31T18:12:57.487,what is cat,DB
7CFF652E-111E-41AE-8B71-CFEE568C52CD,FD679855-8383-4788-A8CC-EB157E03DA9B,ayojha,2017-01-03T04:52:19.487,what is dog,DB
0C831888-6B9B-454B-A2C1-6A869E71A040,4F3D7E9B-96FA-42C3-ACC0-CE4A59408951,ayojha,2016-04-17T19:27:50.487,canj dog eat egg,DB
703CB285-1926-40DE-9FCF-D1955629E99C,4CE29470-995A-47DE-A322-25959628BB0D,ayojha,2016-09-28T15:28:48.487,can I eat egg,DB
9078E262-AAAA-41D8-9E97-F8D7E7A2A6BC,597333EF-F446-467B-A9AF-E743367AD8B7,ayojha,2017-05-18T15:53:59.487,what is catfish,OOS
FC237FE1-572D-4A46-9B11-43E73A650FD0,EE32ACD7-43AA-4FE9-AE91-720E71B3FFD7,ayojha,2016-06-20T03:42:29.487,what is catfish,OOS
04AD4940-0328-48A8-AC31-E503B5EDE6EA,C6FC2296-BA16-4745-A6E0-14B49D638B5C,ayojha,2017-01-14T16:45:07.487,what is catfish,IS
04658C76-AE5A-4F1A-A2B4-EBC612886708,4B0A905F-778B-4686-97F6-E2A4422E0DB5,ayojha,2017-06-13T16:15:35.487,do dogs loves csta,DB
6DF18501-3257-4E6A-92DB-DE5684069363,DB6F5FAC-4800-42BB-9DBF-FC17E3FD5F24,ayojha,2016-05-10T06:09:21.487,dogs being carnivorous animal,OOS
EE003D27-B70D-4E3F-A827-CF96EAA492AA,E278CD1E-200A-4FDF-B6E9-5718908D6ACF,ayojha,2016-03-13T17:18:14.487,is it possible dog love cat,DB
5BB89035-090D-4711-A9E1-4230DFFA7CEF,DC5399D2-5950-44BF-85DD-0ED4810FDC19,ayojha,2017-01-27T02:24:43.487,Do cats come out of eggs?,DB
C5F9D9DC-5F0B-4FCA-86B6-B2BC6647B6D1,FD8CA0CE-153C-427E-9119-491D6076FAD3,ayojha,2016-05-27T22:08:24.487,dogs being carnivorous animal,IS
6EF7C7DF-7F05-40F4-B035-65A6F1FFE796,F405B8FB-7ADF-4BCA-891A-DB8F01329768,ayojha,2017-02-27T23:36:57.487,what is cat and dogs being carnivorous animal,DB
2E744B83-9571-4D40-BC9C-A56AA02CE94E,127DCEF3-1F96-4203-BD22-511832378486,ayojha,2017-06-22T16:36:28.487,what is cat  dog,DB
FB7B2A8F-DC9D-4572-B216-943B78E4C6FD,2B68E35D-F2A5-4098-BE26-003826BDDD39,ayojha,2016-03-29T22:26:24.487,dog eat green,DB
778F926A-D6B3-4547-B945-3970FBF9F9B6,BA814202-68FD-462C-B057-596B6FBDA28E,ayojha,2017-05-04T00:30:57.487,dogs being carnivorous animal,IS
7E8D6BEE-9847-48A7-81DC-D5EA209CD99D,A2563A59-48AD-4D82-99B2-E476FDE4EE78,ayojha,2016-11-21T13:12:43.487,what is cat and dogs being carnivorous animal,DB
9C9DCEAC-7BEA-4C8B-9D6B-00799C5C1F38,00BB312F-D6A6-465D-B2D0-FD0615E514D5,ayojha,2016-05-11T02:29:02.487,what is cat  dog,DB
031167FC-DA55-4356-A1C0-7A1280F75622,DF33F1E4-E1DA-4830-80FA-6F1E235EE6CF,ayojha,2016-10-14T06:05:45.487,dog eat green,DB
2A14477F-2FB6-4506-8643-719CCAB5A49E,65A48525-9A63-4B2F-9319-D62CE840573D,ayojha,2016-08-16T15:06:28.487,what is cat,DB
C00AAC98-52FD-4EA1-97E3-0EEA4F8A1553,E273A4B9-BCB9-41E8-A261-785D2A46032D,ayojha,2016-04-09T18:20:53.487,what is dog,DB
00FC387D-8C62-4675-BBCC-2AE8A7DA7797,9AB1D66A-39AD-4BB4-81C6-B65EB23650CC,ayojha,2017-04-09T02:17:30.487,canj dog eat egg,DB
1832B590-204F-468F-808E-0093255340E2,412B72EC-120D-4306-85F3-C056D83E4B8B,ayojha,2016-06-12T06:56:53.487,can I eat egg,DB
EC699440-FD80-43C2-8F77-D1CB42F98836,C034A7CB-707E-4CF2-819D-A9DFCFE5BEAB,ayojha,2017-04-09T06:38:52.487,what is catfish,OOS
81DC3A55-71DF-4B50-B1B3-59D47ABF9BF2,E57EF8DE-9CF7-4018-9843-CF25627E16F7,ayojha,2016-10-03T21:48:14.487,what is catfish,OOS
84EACFB1-844E-4859-911E-8D52453DCBDD,3E64D58F-E3DA-4BDC-9BBA-EE645B7AEBB1,ayojha,2017-05-19T16:35:02.487,what is catfish,IS
F89C685C-2536-497F-9B1A-554184C22E8D,DE6D345A-FA32-4907-B2C6-84EA38C00E8F,ayojha,2017-07-18T19:52:18.487,do dogs loves csta,DB
31998E0D-7FD8-4B6B-AFB0-7E11568316E6,408D1FDD-78DC-4272-AEEF-E801CC94DFF8,ayojha,2017-06-04T17:21:50.487,dogs being carnivorous animal,OOS
C79F0A27-1189-43E8-9578-6EBDB697F598,14B54566-E67A-469E-8502-7E9B68B47A20,ayojha,2016-01-18T23:14:38.487,is it possible dog love cat,DB
EBA1B6CD-1804-4CF4-BA63-741A79BA9273,F2DB60B7-7D79-4C29-B7B8-9A422CB850C0,ayojha,2017-05-26T19:55:11.487,Do cats come out of eggs?,DB
